array	sample	call status	purity	ploidy	Genome doublings	delta	Coverage for 80% power	Cancer DNA fraction	Subclonal genome fraction	tau	E_CR
NCIH2347_LUNG	NCIH2347_LUNG	called	1	2.06	0	0.49	8	1	0.34	1.82211880039051	1.06128934668594
SNU1196_BILIARY_TRACT	SNU1196_BILIARY_TRACT	called	1	2.54	1	0.39	10	1	0.36	2.38691085352428	1.04540456224412
SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.04	0	0.49	8	1	0.07	2.20339642625594	0.925988645606694
JMSU1_URINARY_TRACT	JMSU1_URINARY_TRACT	called	1	3.36	2	0.3	14	1	0.44	3.15819290968977	1.09341023630573
L33_PANCREAS	L33_PANCREAS	called	1	2.13	1	0.47	8	1	0.42	1.87761057926434	1.10507331064658
GOS3_CENTRAL_NERVOUS_SYSTEM	GOS3_CENTRAL_NERVOUS_SYSTEM	called	1	1.86	0	0.54	7	1	0.09	1.7332530178674	1.07903109742165
CAL12T_LUNG	CAL12T_LUNG	called	1	2.54	1	0.39	10	1	0.09	2.43512965128987	1.0357914116715
HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.97	0	0.51	8	1	0.12	1.9155408290139	1.03435364786347
GMS10_CENTRAL_NERVOUS_SYSTEM	GMS10_CENTRAL_NERVOUS_SYSTEM	NULL	1	1.38	0	0.73	5	1	0.65	1.41906754859326	1.03954697502434
LS1034_LARGE_INTESTINE	LS1034_LARGE_INTESTINE	called	1	3.11	1	0.32	13	1	0.2	2.88637098926796	1.07202072033362
LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	LP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.92	0	0.52	7	1	0.32	1.68202764969889	1.09794911424296
BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BL41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.14	0	0.46	8	0.99	0.09	2.01365134606028	1.06018637507381
OE21_OESOPHAGUS	OE21_OESOPHAGUS	called	1	3.22	1	0.31	13	1	0.37	3.03435839443568	1.08306404458107
OAW42_OVARY	OAW42_OVARY	called	1	3.78	1	0.26	16	1	0.07	3.97490162749475	0.956912066795659
FADU_UPPER_AERODIGESTIVE_TRACT	FADU_UPPER_AERODIGESTIVE_TRACT	NULL	1	1.72	0	0.58	6	1	0.58	1.55270721851134	1.06242468547318
NCIH1792_LUNG	NCIH1792_LUNG	called	1	2.28	1	0.44	9	1	0.17	2.15976625378492	1.04706665405116
8505C_THYROID	8505C_THYROID	called	1	2.83	1	0.35	11	1	0.38	2.85765111806316	0.985151110890776
EFO27_OVARY	EFO27_OVARY	called	0.99	2.02	0	0.49	8	0.99	0.23	1.93469494742958	1.01386686162462
NCIH146_LUNG	NCIH146_LUNG	called	1	3.08	1	0.32	12	1	0.22	2.85765111806316	1.07429047510065
A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.05	0	0.49	8	1	0.05	1.99371553324308	1.04238331314002
MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.07	0	0.48	8	1	0.02	2.03399125864675	1.01641689117399
SF126_CENTRAL_NERVOUS_SYSTEM	SF126_CENTRAL_NERVOUS_SYSTEM	called	1	2	0	0.5	8	1	0.09	1.87761057926434	1.06842987192089
HT29_LARGE_INTESTINE	HT29_LARGE_INTESTINE	called	1	3.12	1	0.32	13	1	0.23	2.94467955106552	1.05855595940261
MELHO_SKIN	MELHO_SKIN	called	1	3.28	1	0.31	13	1	0.13	3.00416602394643	1.08295777464111
WM1799_SKIN	WM1799_SKIN	called	1	2.53	1	0.39	10	1	0.24	2.45960311115695	1.02117640900241
NCIH1568_LUNG	NCIH1568_LUNG	called	1	2.59	1	0.39	10	1	0.24	2.45960311115695	1.06551608304779
TUHR4TKB_KIDNEY	TUHR4TKB_KIDNEY	called	1	2.44	1	0.41	10	1	0.44	2.45960311115695	0.926371878195372
NCIH1876_LUNG	NCIH1876_LUNG	called	1	2.59	1	0.39	10	1	0.42	2.43512965128987	1.07580706253687
EPLC272H_LUNG	EPLC272H_LUNG	called	1	3.19	1	0.31	13	1	0.12	3.81904350536634	0.847728257173426
HCC4006_LUNG	HCC4006_LUNG	called	1	3.47	1	0.29	14	1	0.5	3.32011692273655	1.03009250816946
UACC257_SKIN	UACC257_SKIN	called	1	8.3	2	0.12	44	1	0.4	7.690609198879	1.10253253331509
WM2664_SKIN	WM2664_SKIN	called	1	1.94	0	0.51	8	1	0.39	1.82211880039051	0.995380016086807
LN229_CENTRAL_NERVOUS_SYSTEM	LN229_CENTRAL_NERVOUS_SYSTEM	called	1	3.81	2	0.26	16	1	0.37	3.56085256235552	1.06823885529777
SU8686_PANCREAS	SU8686_PANCREAS	called	1	3.17	1	0.32	13	1	0.49	2.82921701435156	1.08762713959747
OSRC2_KIDNEY	OSRC2_KIDNEY	called	0.99	1.64	0	0.6	6	0.99	0.47	1.56823324514454	0.996512801455024
MDAMB435S_SKIN	MDAMB435S_SKIN	called	0.99	2.6	1	0.38	11	0.99	0.1	2.58557950868889	1.00294230611794
KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.99	1	0.33	12	0.99	0.25	2.88622570497723	1.06440027354889
SKMEL3_SKIN	SKMEL3_SKIN	called	0.98	4.05	2	0.24	17	0.99	0.39	3.89599718851577	1.06205906501752
NCIH661_LUNG	NCIH661_LUNG	NULL	1	1.35	0	0.74	5	1	0.67	1.28402541668774	1.08893730825277
GSS_STOMACH	GSS_STOMACH	called	0.99	2.76	1	0.36	11	0.99	0.32	2.85750727937528	0.977554411348613
WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.07	0	0.48	8	0.99	0.05	2.09583001644655	1.00551644410147
L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.89	1	0.34	12	0.99	0.23	2.88622570497723	1.01217252608659
SKMEL30_SKIN	SKMEL30_SKIN	called	1	3.84	1	0.26	16	1	0.45	3.45561346476268	1.06228408597457
SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	3.44	1	0.29	14	1	0.3	3.064854203293	1.10408823150064
SKHEP1_LIVER	SKHEP1_LIVER	called	1	2.89	1	0.35	12	1	0.32	2.80106583469908	1.03638872635209
NCIH82_LUNG	NCIH82_LUNG	called	1	2.7	1	0.37	11	1	0.24	2.48432253338482	1.04935417072508
SHP77_LUNG	SHP77_LUNG	called	1	2.09	1	0.48	8	1	0.28	2.11700001661267	0.987794541861355
CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.07	0	0.48	8	1	0.16	1.97387773223045	1.05446884047349
NCIH2106_LUNG	NCIH2106_LUNG	called	1	3.54	1	0.28	14	1	0.4	3.42122953628967	1.01759149055188
NCIH1618_LUNG	NCIH1618_LUNG	called	0.99	3.1	1	0.32	13	0.99	0.18	2.97412436370697	1.03849922807459
KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KIJK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.9	0	0.53	7	1	0.41	1.84043139878164	0.993483387923935
HSC2_UPPER_AERODIGESTIVE_TRACT	HSC2_UPPER_AERODIGESTIVE_TRACT	called	1	2.65	1	0.38	11	1	0.39	2.31636697678109	1.1010660406178
YD8_UPPER_AERODIGESTIVE_TRACT	YD8_UPPER_AERODIGESTIVE_TRACT	called	0.97	3.43	1	0.29	14	0.98	0.08	3.45491305761807	0.997821528752253
PATU8902_PANCREAS	PATU8902_PANCREAS	called	1	4.19	2	0.24	17	1	0.36	3.89619330179521	1.07603879894824
ABC1_LUNG	ABC1_LUNG	called	1	2.53	1	0.4	10	1	0.14	2.31636697678109	1.08377122821986
RERFLCAD2_LUNG	RERFLCAD2_LUNG	called	1	2.82	1	0.35	11	1	0.55	2.61169647342312	1.05281818127203
LCLC97TM1_LUNG	LCLC97TM1_LUNG	called	0.94	2.9	1	0.33	12	0.96	0.32	3.06233594507154	0.924407108671345
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.6	1	0.38	10	0.99	0.14	2.55985256272269	1.01141350978721
REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.84	0	0.54	7	1	0.28	1.76826705143374	1.02715596882361
KU1919_URINARY_TRACT	KU1919_URINARY_TRACT	called	0.99	1.87	0	0.53	7	0.99	0.38	1.53718014632622	1.09270208868237
LMSU_STOMACH	LMSU_STOMACH	called	1	2.6	1	0.39	10	1	0.13	2.43512965128987	1.06479230576289
CORL51_LUNG	CORL51_LUNG	called	1	1.93	0	0.52	7	1	0.26	2.07508060767412	0.894349220963266
YAPC_PANCREAS	YAPC_PANCREAS	called	1	3.2	1	0.31	13	1	0.28	3.03435839443568	1.06069561224574
REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.99	0	0.5	8	1	0.03	1.93479233440203	1.01886004349281
MOGGUVW_CENTRAL_NERVOUS_SYSTEM	MOGGUVW_CENTRAL_NERVOUS_SYSTEM	called	1	1.93	0	0.52	7	1	0.62	1.84043139878164	1.00833923622958
NCIH747_LARGE_INTESTINE	NCIH747_LARGE_INTESTINE	called	1	3.1	1	0.32	13	1	0.23	2.82921701435156	1.09693557200505
SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.97	0	0.51	8	1	0.08	2.03399125864675	0.967283922008974
SNU738_CENTRAL_NERVOUS_SYSTEM	SNU738_CENTRAL_NERVOUS_SYSTEM	called	0.98	4.42	2	0.22	18	0.99	0.28	4.05499585003046	1.09058200118951
TEN_ENDOMETRIUM	TEN_ENDOMETRIUM	called	0.98	3.4	1	0.29	14	0.99	0.2	3.25421039530929	1.03582878310589
CAOV3_OVARY	CAOV3_OVARY	called	1	1.71	0	0.59	6	1	0.2	1.56831218549017	1.06408069461254
NCIH1623_LUNG	NCIH1623_LUNG	called	0.99	2.82	1	0.35	11	0.99	0.15	2.66432212762577	1.04196034304193
JHH7_LIVER	JHH7_LIVER	called	1	3.1	1	0.32	13	1	0.15	3.03435839443568	1.03532803025487
TE8_OESOPHAGUS	TE8_OESOPHAGUS	called	1	2.7	1	0.37	11	1	0.55	2.915379499977	0.965726584768148
NCIH2141_LUNG	NCIH2141_LUNG	called	1	3	1	0.33	12	1	0.25	2.97427407256307	0.997198626743425
LUDLU1_LUNG	LUDLU1_LUNG	called	1	1.82	0	0.55	7	1	0.44	1.64872127070013	1.05987150164883
EFM192A_BREAST	EFM192A_BREAST	called	1	1.8	0	0.56	7	1	0.35	1.55270721851134	1.05083084065736
MKN7_STOMACH	MKN7_STOMACH	called	1	3.19	2	0.31	13	1	0.14	2.80106583469908	1.12800720530393
GAMG_CENTRAL_NERVOUS_SYSTEM	GAMG_CENTRAL_NERVOUS_SYSTEM	called	0.99	2.88	1	0.34	12	0.99	0.32	2.85750727937528	0.9990707598328
HCC366_LUNG	HCC366_LUNG	called	1	2.48	1	0.4	10	1	0.2	2.55998141832927	0.975163835325315
ASPC1_PANCREAS	ASPC1_PANCREAS	called	1	2.54	1	0.39	10	1	0.07	2.45960311115695	1.01448273889783
OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.15	0	0.46	9	0.99	0.04	2.22542890680971	0.956027574645976
NCIH226_LUNG	NCIH226_LUNG	called	1	1.96	0	0.51	8	1	0.16	1.80398841539786	1.06383214336347
NCIH1793_LUNG	NCIH1793_LUNG	called	1	3.4	1	0.29	14	1	0.14	3.15819290968977	1.05679675544968
KLE_ENDOMETRIUM	KLE_ENDOMETRIUM	called	1	2.7	1	0.37	11	1	0.22	2.58570965931585	1.02750391472321
IGROV1_OVARY	IGROV1_OVARY	called	1	2	0	0.5	8	1	0.29	1.89648087930495	1.03577425561006
SKLMS1_SOFT_TISSUE	SKLMS1_SOFT_TISSUE	called	1	1.88	0	0.53	7	1	0.7	1.63231621995538	1.08110859364359
BFTC905_URINARY_TRACT	BFTC905_URINARY_TRACT	called	0.99	2.76	1	0.36	11	0.99	0.29	2.66432212762577	1.04466806431041
NCIH69_LUNG	NCIH69_LUNG	called	1	1.64	0	0.61	6	1	0.09	1.55270721851134	1.06649933533447
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.11	0	0.47	8	1	0.12	2.07508060767412	1.01471253189974
JHH5_LIVER	JHH5_LIVER	called	1	2.2	0	0.45	9	1	0.6	2.1814722654982	1.02811569748487
MDAMB453_BREAST	MDAMB453_BREAST	called	1	2.19	0	0.46	9	1	0.18	2.03399125864675	1.06773348156527
HCC2157_BREAST	HCC2157_BREAST	called	0.99	2.76	1	0.36	11	0.99	0.16	2.77305517635209	1.00223514372155
SNU1272_KIDNEY	SNU1272_KIDNEY	called	0.99	1.94	0	0.51	8	0.99	0.09	1.82202708479382	1.05236576537719
SNU245_BILIARY_TRACT	SNU245_BILIARY_TRACT	called	1	3.24	1	0.31	13	1	0.16	3.03435839443568	1.07820694490353
HARA_LUNG	HARA_LUNG	called	1	2.95	1	0.34	12	1	0.26	2.63794445935415	1.11005561223446
T47D_BREAST	T47D_BREAST	called	1	2.89	1	0.35	12	1	0.28	2.82921701435156	1.04503475314184
MDAMB231_BREAST	MDAMB231_BREAST	called	1	2.8	1	0.36	11	1	0.38	2.55998141832927	1.08955924128157
OV56_OVARY	OV56_OVARY	called	1	1.94	0	0.52	7	1	0.22	1.87761057926434	1.00778375188969
OVSAHO_OVARY	OVSAHO_OVARY	called	1	2.89	1	0.35	12	1	0.38	2.55998141832927	1.10017056041325
HEC1B_ENDOMETRIUM	HEC1B_ENDOMETRIUM	called	1	1.95	0	0.51	8	1	0.22	1.7332530178674	1.07511436412599
NCIH526_LUNG	NCIH526_LUNG	called	0.99	3.08	1	0.32	13	0.99	0.09	2.94453133183743	1.05094752266115
ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.11	0	0.47	8	1	0.07	1.95423732063594	1.08279052021411
NCIH1437_LUNG	NCIH1437_LUNG	called	1	2.89	1	0.35	12	1	0.25	2.55998141832927	1.11534651988962
NCIH716_LARGE_INTESTINE	NCIH716_LARGE_INTESTINE	called	1	2.83	1	0.35	11	1	0.25	2.69123447234926	1.02799056887986
RERFGC1B_STOMACH	RERFGC1B_STOMACH	called	1	2.74	1	0.36	11	1	0.16	2.55998141832927	1.05775237277448
SNU840_OVARY	SNU840_OVARY	called	0.99	3.11	1	0.32	13	0.99	0.19	2.91523275555487	1.06639134763329
MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.91	0	0.52	7	1	0.39	1.59999419321736	1.06027754525014
NCIH660_PROSTATE	NCIH660_PROSTATE	called	0.98	3.24	1	0.31	13	0.99	0.22	3.12661098059287	1.01927700451487
HCC33_LUNG	HCC33_LUNG	called	1	2.65	1	0.38	11	1	0.42	2.66445624192942	1.05500730659989
HCC1428_BREAST	HCC1428_BREAST	called	1	1.92	0	0.52	7	1	0.29	1.78603843075007	1.02369652588492
SNU398_LIVER	SNU398_LIVER	called	0.99	2.69	1	0.37	11	0.99	0.13	2.69109901017445	0.992737299101229
NCIH2122_LUNG	NCIH2122_LUNG	called	1	2.49	1	0.4	10	1	0.18	2.33964685192599	1.06175935301939
NCIH2291_LUNG	NCIH2291_LUNG	called	1	2.99	1	0.33	12	1	0.38	2.71828182845905	1.0715333359799
CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2	0	0.5	8	1	0.02	2.09593551449436	0.950111956676871
KP4_PANCREAS	KP4_PANCREAS	called	1	3.19	1	0.31	13	1	0.32	3.00416602394643	1.04034477759264
TE9_OESOPHAGUS	TE9_OESOPHAGUS	called	1	3.19	1	0.31	13	1	0.42	2.94467955106552	1.07148073468043
RCM1_LARGE_INTESTINE	RCM1_LARGE_INTESTINE	called	0.98	3.33	1	0.3	14	0.99	0.28	3.25421039530929	0.990488767292997
SNU601_STOMACH	SNU601_STOMACH	called	0.99	2.24	0	0.44	9	0.99	0.18	2.07497615934942	1.06641139011133
OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCIM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.98	3.32	1	0.3	14	0.99	0.52	3.25421039530929	1.07542166473553
IALM_LUNG	IALM_LUNG	called	1	2.47	1	0.4	10	1	0.21	2.33964685192599	1.05203867939796
RERFLCKJ_LUNG	RERFLCKJ_LUNG	called	0.99	2.99	1	0.33	12	0.99	0.19	2.82907460688253	1.03364729499802
NCIH520_LUNG	NCIH520_LUNG	called	1	2.6	1	0.38	10	1	0.38	2.41089970641721	1.07351381221163
HCC44_LUNG	HCC44_LUNG	NULL	1	7.74	2	0.13	41	1	0.25	7.84596981031845	1.06804493542939
YD38_UPPER_AERODIGESTIVE_TRACT	YD38_UPPER_AERODIGESTIVE_TRACT	called	0.99	2.91	1	0.34	12	0.99	0.14	2.63781167951012	1.10131762991085
NCIH2030_LUNG	NCIH2030_LUNG	called	1	2.12	1	0.47	8	1	0.45	1.97387773223045	1.04818310891615
CL34_LARGE_INTESTINE	CL34_LARGE_INTESTINE	called	1	1.98	0	0.51	8	1	0.19	2.03399125864675	0.974977208438484
OAW28_OVARY	OAW28_OVARY	called	1	2.46	1	0.41	10	1	0.32	2.29331874026418	1.03903143991677
HCC1806_BREAST	HCC1806_BREAST	called	1	2.38	1	0.42	9	1	0.15	2.09593551449436	1.14033471563579
COV362_OVARY	COV362_OVARY	called	1	1.82	0	0.55	7	1	0.33	1.63231621995538	1.10735629628554
SNU213_PANCREAS	SNU213_PANCREAS	called	0.99	3.01	1	0.33	12	0.99	0.05	2.88622570497723	1.0438104195325
MFE296_ENDOMETRIUM	MFE296_ENDOMETRIUM	called	1	2	0	0.5	8	1	0.02	1.9155408290139	1.03860898805899
PC3_PROSTATE	PC3_PROSTATE	called	1	3.09	1	0.32	13	1	0.28	2.80106583469908	1.09745170016534
TE1_OESOPHAGUS	TE1_OESOPHAGUS	called	0.99	2.71	1	0.37	11	0.99	0.2	2.66432212762577	1.02839038262654
SNU1214_UPPER_AERODIGESTIVE_TRACT	SNU1214_UPPER_AERODIGESTIVE_TRACT	called	1	2.04	0	0.49	8	1	0.1	1.87761057926434	1.08213211796813
SF295_CENTRAL_NERVOUS_SYSTEM	SF295_CENTRAL_NERVOUS_SYSTEM	called	1	3.13	1	0.32	13	1	0.32	3.00416602394643	1.06313212764513
NCIH2126_LUNG	NCIH2126_LUNG	called	1	3.45	2	0.29	14	1	0.41	3.25437420288967	1.06901646464524
UACC893_BREAST	UACC893_BREAST	called	0.99	3.21	1	0.31	13	0.99	0.19	3.00401481049132	1.0632899843313
NCIH1105_LUNG	NCIH1105_LUNG	called	1	1.71	0	0.58	6	1	0.2	1.63231621995538	1.04659730204422
LCLC103H_LUNG	LCLC103H_LUNG	called	0.99	2.38	1	0.42	10	0.99	0.68	2.20328551920754	1.03215339994714
HEC265_ENDOMETRIUM	HEC265_ENDOMETRIUM	called	1	2	0	0.5	8	1	0.14	2.05443321064389	0.975119993534661
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.27	0	0.44	9	0.99	0.05	2.03388887853745	1.11454013213353
NCIH196_LUNG	NCIH196_LUNG	called	1	2.42	1	0.41	10	1	0.17	2.22554092849247	1.08114329296678
TCCPAN2_PANCREAS	TCCPAN2_PANCREAS	called	1	3.31	1	0.3	13	1	0.27	3.25437420288967	1.02382908082278
FU97_STOMACH	FU97_STOMACH	NULL	1	7.7	2	0.13	41	1	0.32	7.690609198879	1.08258995915428
BT483_BREAST	BT483_BREAST	called	1	1.91	0	0.52	7	1	0.46	2.07508060767412	0.942749712598434
SCC4_UPPER_AERODIGESTIVE_TRACT	SCC4_UPPER_AERODIGESTIVE_TRACT	called	1	3.12	1	0.32	13	1	0.36	2.69123447234926	1.1410655472732
IGR37_SKIN	IGR37_SKIN	called	1	1.76	0	0.57	7	1	0.32	1.69893230861855	1.02930184178891
UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	UT7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.13	0	0.47	8	1	0.45	1.87761057926434	1.05358400115926
NCIH889_LUNG	NCIH889_LUNG	called	0.99	2.93	1	0.34	12	0.99	0.08	2.80092484420804	1.04483336395506
UMUC1_URINARY_TRACT	UMUC1_URINARY_TRACT	called	0.99	2.84	1	0.35	12	0.99	0.32	2.61156501476061	1.07869200159655
HCC1500_BREAST	HCC1500_BREAST	called	1	1.75	0	0.57	7	1	0.38	1.78603843075007	1.01136421806049
PC14_LUNG	PC14_LUNG	called	1	3.33	1	0.3	14	1	0.21	3.12676836518616	1.07547872008228
KP3_PANCREAS	KP3_PANCREAS	called	1	2.78	1	0.36	11	1	0.09	2.74560101501692	1.01741700475328
NCIH524_LUNG	NCIH524_LUNG	called	1	2.22	1	0.45	9	1	0.22	2.15976625378492	1.03675751825147
HUG1N_STOMACH	HUG1N_STOMACH	called	1	2.9	1	0.34	12	1	0.14	2.7731947639643	1.0612466826362
JHOM2B_OVARY	JHOM2B_OVARY	called	1	2.05	0	0.49	8	1	0.06	1.97387773223045	1.04848290747184
HGC27_STOMACH	HGC27_STOMACH	called	1	3.08	2	0.32	12	1	0.21	2.82921701435156	1.1230521129904
EVSAT_BREAST	EVSAT_BREAST	called	0.99	3	1	0.33	12	0.99	0.2	2.71814500486675	1.11692268372587
TE4_OESOPHAGUS	TE4_OESOPHAGUS	called	1	2.63	1	0.38	11	1	0.16	2.53450917761785	1.03337911916721
KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	3.29	1	0.3	13	1	0.13	3.35348465254902	0.977398545715048
HCC2279_LUNG	HCC2279_LUNG	called	0.99	2.68	1	0.37	11	0.99	0.15	2.69109901017445	0.982774566586818
MDAMB436_BREAST	MDAMB436_BREAST	called	0.99	1.67	0	0.59	6	0.99	0.24	1.49174960726172	1.10692630692488
NCIH23_LUNG	NCIH23_LUNG	called	1	2.56	1	0.39	10	1	0.23	2.36316069370579	1.08264203069504
KMRC1_KIDNEY	KMRC1_KIDNEY	called	1	1.94	0	0.52	7	1	0.64	1.71600686218486	1.08779578673902
CGTHW1_THYROID	CGTHW1_THYROID	called	0.98	3.31	1	0.3	14	0.99	0.26	3.12661098059287	1.05962326220034
SNU489_CENTRAL_NERVOUS_SYSTEM	SNU489_CENTRAL_NERVOUS_SYSTEM	called	1	1.83	0	0.55	7	1	0.69	1.63231621995538	1.04495513452004
NCIH522_LUNG	NCIH522_LUNG	called	1	2.42	1	0.41	10	1	0.14	2.27049983753241	1.08525471775129
NCIH1184_LUNG	NCIH1184_LUNG	called	1	2.56	1	0.39	10	1	0.28	2.5092903899363	1.01276710265448
KYSE30_OESOPHAGUS	KYSE30_OESOPHAGUS	called	1	3.26	2	0.31	13	1	0.33	2.97427407256307	1.07425630798
HPAFII_PANCREAS	HPAFII_PANCREAS	called	1	2.61	1	0.38	10	1	0.15	2.55998141832927	1.00449137417943
COV644_OVARY	COV644_OVARY	called	0.99	2.62	1	0.38	11	0.99	0.28	2.53438160414598	1.03434634896358
MOGGCCM_CENTRAL_NERVOUS_SYSTEM	MOGGCCM_CENTRAL_NERVOUS_SYSTEM	called	1	1.62	0	0.62	6	1	0.57	1.71600686218486	1.05565326119711
WM983B_SKIN	WM983B_SKIN	called	1	2.59	1	0.39	10	1	0.46	2.31636697678109	1.10821591149825
NCIH1435_LUNG	NCIH1435_LUNG	called	1	1.87	0	0.53	7	1	0.09	1.82211880039051	1.03234403905897
HEC59_ENDOMETRIUM	HEC59_ENDOMETRIUM	called	1	2.02	0	0.49	8	1	0.3	1.99371553324308	0.964887501543208
OVMANA_OVARY	OVMANA_OVARY	called	0.98	3.83	1	0.26	16	0.99	0.36	3.45543952788722	1.12260824479484
SQ1_LUNG	SQ1_LUNG	called	1	3.04	1	0.33	12	1	0.15	2.88637098926796	1.06917672989852
NCIH1838_LUNG	NCIH1838_LUNG	called	1	2.96	2	0.34	12	1	0.42	2.85765111806316	1.05288235622844
JHOS2_OVARY	JHOS2_OVARY	called	1	1.86	0	0.54	7	1	0.37	1.68202764969889	1.06779976725227
FUOV1_OVARY	FUOV1_OVARY	called	0.99	2.97	1	0.33	12	0.99	0.11	2.77305517635209	1.06199335932418
NCIH1648_LUNG	NCIH1648_LUNG	called	0.99	2.5	1	0.4	10	0.99	0.11	2.22542890680971	1.11350457683526
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.11	0	0.47	8	1	0.16	2.03399125864675	1.03741938473979
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	3.15	1	0.31	13	0.99	0.22	2.91523275555487	1.07069493314954
LXF289_LUNG	LXF289_LUNG	called	1	3.11	1	0.32	13	1	0.34	2.88637098926796	1.09619297981942
HCC2218_BREAST	HCC2218_BREAST	called	0.99	2.12	0	0.47	8	0.99	0.11	1.89638542072376	1.10058898024124
HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.22	1	0.45	9	0.99	0.49	2.27038555286154	0.96513105612799
MDAMB468_BREAST	MDAMB468_BREAST	called	0.99	1.58	0	0.63	6	0.99	0.46	1.55262906363527	0.99648077977028
S117_SOFT_TISSUE	S117_SOFT_TISSUE	NULL	0.97	6.44	2	0.15	34	0.99	0.12	7.1703155553094	0.990676381568288
MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.98	0	0.51	8	1	0.16	2.05443321064389	0.961894409296363
KE39_STOMACH	KE39_STOMACH	called	1	2.96	1	0.34	12	1	0.25	2.97427407256307	0.988833547418317
MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2	0	0.49	8	0.99	0.12	2.03388887853745	0.991035586131865
