array	sample	call status	purity	ploidy	Genome doublings	delta	Coverage for 80% power	Cancer DNA fraction	Subclonal genome fraction	tau	E_CR
NCIH1435_LUNG	NCIH1435_LUNG	called	1	1.87	0	0.53	7	1	0.09	1.82211880039051	1.03234403905897
SNU61_LARGE_INTESTINE	SNU61_LARGE_INTESTINE	high non-clonal	1	2.79	1	0.36	11	1	0.29	2.66445624192942	1.04765682331185
HEC59_ENDOMETRIUM	HEC59_ENDOMETRIUM	called	0.96	3.88	1	0.25	16	0.98	0.18	3.97409596750778	0.964887501543208
OVMANA_OVARY	OVMANA_OVARY	high non-clonal	0.98	3.83	1	0.26	16	0.99	0.36	3.45543952788722	1.12260824479484
NCIH727_LUNG	NCIH727_LUNG	high non-clonal	0.99	2.69	1	0.37	11	0.99	0.3	2.53438160414598	1.04927098531632
JHOS2_OVARY	JHOS2_OVARY	high non-clonal	1	1.86	0	0.54	7	1	0.37	1.68202764969889	1.06779976725227
FUOV1_OVARY	FUOV1_OVARY	called	0.99	2.97	1	0.33	12	0.99	0.11	2.77305517635209	1.06199335932418
ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.11	0	0.47	8	1	0.16	2.03399125864675	1.03741938473979
MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	0.99	3.15	1	0.31	13	0.99	0.22	2.91523275555487	1.07069493314954
HCC2218_BREAST	HCC2218_BREAST	called	0.98	4.12	1	0.24	17	0.99	0.17	3.78085307031267	1.10058898024124
MDAMB468_BREAST	MDAMB468_BREAST	high non-clonal	0.99	2.88	1	0.34	12	0.99	0.39	2.91523275555487	0.99648077977028
KE39_STOMACH	KE39_STOMACH	high non-clonal	1	2.96	1	0.34	12	1	0.25	2.97427407256307	0.988833547418317
KNS60_CENTRAL_NERVOUS_SYSTEM	KNS60_CENTRAL_NERVOUS_SYSTEM	high non-clonal	1	4.86	2	0.21	20	1	0.38	4.48168907033807	1.09365989830658
RERFLCAI_LUNG	RERFLCAI_LUNG	high non-clonal	1	2.37	1	0.42	9	1	0.25	2.1814722654982	1.06718523238565
KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.1	0	0.48	8	1	0.02	1.99371553324308	1.05038652436055
NCIH838_LUNG	NCIH838_LUNG	called	1	2.36	1	0.42	9	1	0.12	2.01375270747048	1.14318383849129
SCC9_UPPER_AERODIGESTIVE_TRACT	SCC9_UPPER_AERODIGESTIVE_TRACT	called	1	3.34	1	0.3	14	1	0.19	3.15819290968977	1.04310530868659
T24_URINARY_TRACT	T24_URINARY_TRACT	high non-clonal	0.98	3.64	2	0.27	15	0.99	0.32	3.9351526112198	0.918343368596821
NCIH2066_LUNG	NCIH2066_LUNG	called	1	2.27	1	0.44	9	1	0.17	2.22554092849247	1.02576624355644
ISTMES2_PLEURA	ISTMES2_PLEURA	called	1	1.89	0	0.53	7	1	0.1	1.63231621995538	1.15823034670893
NCIH2171_LUNG	NCIH2171_LUNG	high non-clonal	1	1.82	0	0.55	7	1	0.22	1.85892804184634	1.00503490447835
PATU8988S_PANCREAS	PATU8988S_PANCREAS	high non-clonal	1	6.44	2	0.16	33	1	0.29	6.61936868104308	0.977121213241463
PSN1_PANCREAS	PSN1_PANCREAS	high non-clonal	1	2.85	1	0.35	11	1	0.28	2.63794445935415	1.05922623653149
TM31_CENTRAL_NERVOUS_SYSTEM	TM31_CENTRAL_NERVOUS_SYSTEM	called	1	2.93	1	0.34	12	1	0.14	2.97427407256307	0.993044045203269
SCC15_UPPER_AERODIGESTIVE_TRACT	SCC15_UPPER_AERODIGESTIVE_TRACT	high non-clonal	1	3.19	1	0.31	13	1	0.24	3.12676836518616	1.0207693540111
NCIH1395_LUNG	NCIH1395_LUNG	high non-clonal	0.93	2.75	1	0.35	12	0.95	0.28	2.66101254296413	1.02602354000827
A498_KIDNEY	A498_KIDNEY	called	1	3.28	1	0.3	13	1	0.11	3.00416602394643	1.09921339401785
FADU_UPPER_AERODIGESTIVE_TRACT	FADU_UPPER_AERODIGESTIVE_TRACT	high non-clonal	1	3.11	1	0.32	13	1	0.48	3.064854203293	1.06242468547318
HCC2157_BREAST	HCC2157_BREAST	called	0.99	2.76	1	0.36	11	0.99	0.16	2.77305517635209	1.00223514372155
SNUC4_LARGE_INTESTINE	SNUC4_LARGE_INTESTINE	called	1	1.99	0	0.5	8	1	0.01	1.89648087930495	1.0592964900732
LUDLU1_LUNG	LUDLU1_LUNG	high non-clonal	1	3.47	1	0.29	14	1	0.29	3.28708120738312	1.05987150164883
NCIH1184_LUNG	NCIH1184_LUNG	high non-clonal	1	2.56	1	0.39	10	1	0.29	2.5092903899363	1.01276710265448
HCC202_BREAST	HCC202_BREAST	high non-clonal	1	2.94	1	0.34	12	1	0.29	2.88637098926796	1.02683443766011
DOV13_OVARY	DOV13_OVARY	called	1	3.21	1	0.31	13	1	0.1	3.064854203293	1.05216263824049
F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.92	0	0.52	7	1	0.13	1.80398841539786	1.0587256567146
NCIH441_LUNG	NCIH441_LUNG	high non-clonal	1	2.73	1	0.37	11	1	0.36	2.53450917761785	1.06030067889332
KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	3.51	1	0.29	14	1	0.13	3.45561346476268	1.02263335710104
NCIH810_LUNG	NCIH810_LUNG	high non-clonal	1	2.62	1	0.38	10	1	0.2	2.31636697678109	1.13048921941402
HCC1937_BREAST	HCC1937_BREAST	high non-clonal	0.98	4.17	2	0.24	17	0.99	0.46	3.85723136877726	1.08520723195954
CAOV4_OVARY	CAOV4_OVARY	called	0.99	2.57	1	0.39	10	0.99	0.1	2.45947930805097	1.04287796379364
SNU685_ENDOMETRIUM	SNU685_ENDOMETRIUM	high non-clonal	1	5.09	2	0.2	21	1	0.29	5.00281122783359	1.0310838073901
NCIH2452_PLEURA	NCIH2452_PLEURA	high non-clonal	1	3.37	1	0.3	14	1	0.28	3.2219926385285	1.04438901942885
KYSE520_OESOPHAGUS	KYSE520_OESOPHAGUS	high non-clonal	1	2.82	1	0.36	11	1	0.34	2.69123447234926	1.06929067531663
HEC1A_ENDOMETRIUM	HEC1A_ENDOMETRIUM	called	1	2.14	0	0.47	8	1	0.13	2.20339642625594	0.970072688868104
KYSE30_OESOPHAGUS	KYSE30_OESOPHAGUS	high non-clonal	1	3.26	2	0.31	13	1	0.33	2.97427407256307	1.07425630798
JHH4_LIVER	JHH4_LIVER	high non-clonal	1	6.98	2	0.14	37	1	0.31	6.68589444227927	1.06922378110961
SNU1077_ENDOMETRIUM	SNU1077_ENDOMETRIUM	high non-clonal	1	3.9	2	0.26	16	1	0.46	3.78104338756878	1.04632938791997
NCIH1693_LUNG	NCIH1693_LUNG	high non-clonal	1	2.9	1	0.34	12	1	0.29	2.69123447234926	1.06461541688179
ZR7530_BREAST	ZR7530_BREAST	high non-clonal	1	3.8	1	0.26	16	1	0.35	3.66929666761924	1.05613052439214
RT4_URINARY_TRACT	RT4_URINARY_TRACT	called	0.98	3.8	1	0.26	16	0.99	0.11	3.49016727249173	1.09785443739083
HT144_SKIN	HT144_SKIN	high non-clonal	1	2.91	1	0.34	12	1	0.44	2.69123447234926	1.08628354065795
NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.18	0	0.45	9	0.99	0.44	1.95413895490814	1.13823464864863
NCIH1355_LUNG	NCIH1355_LUNG	called	1	2.4	1	0.42	9	1	0.09	2.24790798667647	1.05968961073745
NCIH1734_LUNG	NCIH1734_LUNG	high non-clonal	1	2.63	1	0.38	11	1	0.24	2.5092903899363	1.04758796017871
HUH7_LIVER	HUH7_LIVER	high non-clonal	1	2.54	1	0.39	10	1	0.22	2.55998141832927	1.00368147670473
RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	0.99	2.03	0	0.49	8	0.99	0.23	1.84033876142788	1.07310350626306
LS123_LARGE_INTESTINE	LS123_LARGE_INTESTINE	high non-clonal	1	2.66	1	0.38	11	1	0.28	2.41089970641721	1.10522342256599
DANG_PANCREAS	DANG_PANCREAS	high non-clonal	1	3.03	1	0.33	12	1	0.47	2.80106583469908	1.11073015807066
KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.24	0	0.45	9	1	0	2.09593551449436	1.06948406270538
PATU8902_PANCREAS	PATU8902_PANCREAS	high non-clonal	1	4.19	2	0.24	17	1	0.36	3.89619330179521	1.07603879894824
MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	0.98	4.21	1	0.24	18	0.99	0.3	3.89599718851577	1.07468063360967
TT_THYROID	TT_THYROID	high non-clonal	1	1.93	0	0.52	7	1	0.25	1.89648087930495	1.03576155862268
OE19_OESOPHAGUS	OE19_OESOPHAGUS	high non-clonal	1	2.69	1	0.37	11	1	0.27	2.41089970641721	1.111781331619
SKMES1_LUNG	SKMES1_LUNG	high non-clonal	1	2.64	1	0.38	11	1	0.24	2.63794445935415	1.00761635409711
SKLU1_LUNG	SKLU1_LUNG	high non-clonal	1	4	2	0.25	16	1	0.3	3.52542148736538	1.13712513712394
SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPHD1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	1	2.1	0	0.48	8	1	0.43	1.99371553324308	1.0355254057177
T98G_CENTRAL_NERVOUS_SYSTEM	T98G_CENTRAL_NERVOUS_SYSTEM	high non-clonal	1	2.84	1	0.35	11	1	0.41	2.88637098926796	0.99186095943321
NCIH2087_LUNG	NCIH2087_LUNG	called	0.99	2.84	1	0.35	12	0.99	0.15	2.71814500486675	1.06363908371499
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	1	3.75	1	0.27	15	1	0.27	3.35348465254902	1.09983000706023
JIMT1_BREAST	JIMT1_BREAST	high non-clonal	1	2.62	1	0.38	10	1	0.23	2.66445624192942	0.993116597560622
KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	1	2.46	1	0.41	10	1	0.43	2.13827622049682	1.12282427168059
NCIH209_LUNG	NCIH209_LUNG	high non-clonal	1	2.04	0	0.49	8	1	0.23	1.97387773223045	1.06001659898103
QGP1_PANCREAS	QGP1_PANCREAS	high non-clonal	1	4.13	2	0.24	17	1	0.22	3.66929666761924	1.14734451614783
KYSE180_OESOPHAGUS	KYSE180_OESOPHAGUS	high non-clonal	1	2.69	1	0.37	11	1	0.27	2.38691085352428	1.10683370721401
CALU6_LUNG	CALU6_LUNG	high non-clonal	1	2.71	1	0.37	11	1	0.23	2.66445624192942	1.01594952158459
SBC5_LUNG	SBC5_LUNG	high non-clonal	0.99	2.97	1	0.33	12	0.99	0.36	2.71814500486675	1.05626292979862
PECAPJ49_UPPER_AERODIGESTIVE_TRACT	PECAPJ49_UPPER_AERODIGESTIVE_TRACT	called	0.99	2.05	0	0.48	8	0.99	0.1	2.03388887853745	1.00214587571023
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	3.05	1	0.33	12	1	0.14	3.49034295746184	0.886391552288841
HDQP1_BREAST	HDQP1_BREAST	high non-clonal	1	4.85	2	0.21	20	1	0.29	4.71147018259074	1.06115724173472
NCIH446_LUNG	NCIH446_LUNG	high non-clonal	1	3.16	1	0.32	13	1	0.42	3.2219926385285	0.959950172717189
SW948_LARGE_INTESTINE	SW948_LARGE_INTESTINE	high non-clonal	1	2.95	1	0.34	12	1	0.26	2.71828182845905	1.07027346674516
CAL29_URINARY_TRACT	CAL29_URINARY_TRACT	high non-clonal	1	3.01	1	0.33	12	1	0.21	2.85765111806316	1.04069869421974
VMRCLCD_LUNG	VMRCLCD_LUNG	high non-clonal	1	2.44	1	0.41	10	1	0.18	2.22554092849247	1.08354696385181
GCT_SOFT_TISSUE	GCT_SOFT_TISSUE	high non-clonal	1	2.87	1	0.35	12	1	0.39	2.66445624192942	1.07044139241455
RH30_SOFT_TISSUE	RH30_SOFT_TISSUE	high non-clonal	0.98	4.59	2	0.22	19	0.99	0.28	4.30574278965211	1.07123060340689
KMRC20_KIDNEY	KMRC20_KIDNEY	called	1	1.91	0	0.52	7	1	0.12	2.07508060767412	0.913316275264878
SNU1079_BILIARY_TRACT	SNU1079_BILIARY_TRACT	high non-clonal	0.99	2.8	1	0.35	11	0.99	0.27	2.55985256272269	1.13682198080599
GB1_CENTRAL_NERVOUS_SYSTEM	GB1_CENTRAL_NERVOUS_SYSTEM	called	0.99	3.05	1	0.33	12	0.99	0.15	2.88622570497723	1.05426989039324
NCIH2052_PLEURA	NCIH2052_PLEURA	high non-clonal	1	4.67	2	0.21	19	1	0.22	4.48168907033807	1.04835484559899
YAPC_PANCREAS	YAPC_PANCREAS	high non-clonal	1	3.2	1	0.31	13	1	0.28	3.03435839443568	1.06069561224574
DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	DBTRG05MG_CENTRAL_NERVOUS_SYSTEM	called	0.98	3.79	2	0.26	16	0.99	0.18	3.74323295369309	1.01191365755457
BECKER_CENTRAL_NERVOUS_SYSTEM	BECKER_CENTRAL_NERVOUS_SYSTEM	high non-clonal	0.99	2.8	1	0.35	11	0.99	0.34	2.45947930805097	1.10213500698455
HSC3_UPPER_AERODIGESTIVE_TRACT	HSC3_UPPER_AERODIGESTIVE_TRACT	called	1	2.74	1	0.36	11	1	0.15	2.61169647342312	1.03957856736312
PC3_PROSTATE	PC3_PROSTATE	high non-clonal	1	3.09	1	0.32	13	1	0.28	2.80106583469908	1.09745170016534
NCIH1755_LUNG	NCIH1755_LUNG	high non-clonal	1	2.82	1	0.35	11	1	0.42	2.85765111806316	0.977121561890276
NCIH2172_LUNG	NCIH2172_LUNG	high non-clonal	1	4.64	2	0.22	19	1	0.21	4.30595952834521	1.07182356050392
C2BBE1_LARGE_INTESTINE	C2BBE1_LARGE_INTESTINE	high non-clonal	1	4.03	2	0.25	17	1	0.47	3.74342137726086	1.07906865510037
G361_SKIN	G361_SKIN	called	0.99	3.24	1	0.31	13	0.99	0.2	3.00401481049132	1.07548337787593
NCIH1563_LUNG	NCIH1563_LUNG	called	1	3.87	1	0.26	16	1	0.18	3.52542148736538	1.09034878170999
SKMEL31_SKIN	SKMEL31_SKIN	high non-clonal	0.98	3.55	1	0.28	15	0.99	0.41	3.52524403673197	0.972039292976121
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	1	2.49	1	0.4	10	1	0.33	2.41089970641721	1.02553278474473
CHP126_AUTONOMIC_GANGLIA	CHP126_AUTONOMIC_GANGLIA	called	1	2.12	0	0.47	8	1	0.05	1.97387773223045	1.08173719735518
JMSU1_URINARY_TRACT	JMSU1_URINARY_TRACT	high non-clonal	1	3.36	2	0.3	14	1	0.44	3.15819290968977	1.09341023630573
SW1417_LARGE_INTESTINE	SW1417_LARGE_INTESTINE	high non-clonal	1	3.12	1	0.32	13	1	0.25	2.915379499977	1.06478299340702
EBC1_LUNG	EBC1_LUNG	called	1	3.03	1	0.33	12	1	0.12	2.97427407256307	1.025744464728
KNS42_CENTRAL_NERVOUS_SYSTEM	KNS42_CENTRAL_NERVOUS_SYSTEM	called	1	3.2	1	0.31	13	1	0.18	3.00416602394643	1.07745097618873
A101D_SKIN	A101D_SKIN	high non-clonal	1	2.63	1	0.38	10	1	0.22	2.5092903899363	1.04121170795272
HT1376_URINARY_TRACT	HT1376_URINARY_TRACT	high non-clonal	0.98	5.47	2	0.18	27	0.99	0.34	5.00255941339823	1.11348844658592
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.99	2.45	0	0.4	10	0.99	0.07	2.29320330701328	1.06729216861512
MOGGCCM_CENTRAL_NERVOUS_SYSTEM	MOGGCCM_CENTRAL_NERVOUS_SYSTEM	high non-clonal	1	5.29	2	0.19	24	1	0.48	5.15516951223468	1.05565326119711
JHH5_LIVER	JHH5_LIVER	high non-clonal	1	4.51	2	0.22	19	1	0.44	4.39294568091876	1.02811569748487
SNU738_CENTRAL_NERVOUS_SYSTEM	SNU738_CENTRAL_NERVOUS_SYSTEM	high non-clonal	0.98	4.42	2	0.22	18	0.99	0.28	4.05499585003046	1.09058200118951
ONCODG1_OVARY	ONCODG1_OVARY	called	0.98	3.13	1	0.32	13	0.99	0.16	3.03420566126007	1.02889580046878
CHP212_AUTONOMIC_GANGLIA	CHP212_AUTONOMIC_GANGLIA	called	1	2.04	0	0.49	8	1	0.05	1.93479233440203	1.05633192091176
SNU668_STOMACH	SNU668_STOMACH	high non-clonal	1	1.5	0	0.67	6	1	0.17	1.32312981233744	1.0776990336722
NCIH2227_LUNG	NCIH2227_LUNG	called	1	2.52	1	0.4	10	1	0.13	2.45960311115695	1.02625915335888
JHH2_LIVER	JHH2_LIVER	high non-clonal	1	5.36	2	0.19	25	1	0.4	4.95303242439512	1.08722458856793
NCIH2170_LUNG	NCIH2170_LUNG	high non-clonal	1	2.91	1	0.34	12	1	0.36	2.85765111806316	1.03213384463022
CAL851_BREAST	CAL851_BREAST	high non-clonal	1	2.65	1	0.38	11	1	0.34	2.43512965128987	1.09205296539933
ESS1_ENDOMETRIUM	ESS1_ENDOMETRIUM	called	0.9	2.03	0	0.44	9	0.9	0.04	2.04344985377916	0.985944183352795
NCIH1781_LUNG	NCIH1781_LUNG	called	1	2.51	1	0.4	10	1	0.14	2.29331874026418	1.1210616132631
TE11_OESOPHAGUS	TE11_OESOPHAGUS	high non-clonal	1	2.82	1	0.35	11	1	0.23	2.53450917761785	1.10607038697478
NCIH1568_LUNG	NCIH1568_LUNG	high non-clonal	1	2.59	1	0.39	10	1	0.24	2.45960311115695	1.06551608304779
KYSE510_OESOPHAGUS	KYSE510_OESOPHAGUS	called	0.98	3.75	2	0.26	16	0.99	0.13	3.70598716348825	1.02467727534682
SU8686_PANCREAS	SU8686_PANCREAS	high non-clonal	1	3.17	1	0.32	13	1	0.49	2.82921701435156	1.08762713959747
EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EJM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	1	3.09	1	0.32	12	1	0.2	2.85765111806316	1.06803825477567
COLO320_LARGE_INTESTINE	COLO320_LARGE_INTESTINE	called	1	2.42	1	0.41	10	1	0.13	2.41089970641721	1.00339249817647
NCIH2073_LUNG	NCIH2073_LUNG	high non-clonal	0.99	2.57	1	0.39	10	0.99	0.24	2.41077835477698	1.04974295377755
RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.16	0	0.46	8	1	0.01	2.24790798667647	0.962207757841273
BEN_LUNG	BEN_LUNG	high non-clonal	0.98	3.78	2	0.26	16	0.99	0.24	3.81885127539	1.00778724543813
HCC33_LUNG	HCC33_LUNG	high non-clonal	1	2.65	1	0.38	11	1	0.42	2.66445624192942	1.05500730659989
HCC38_BREAST	HCC38_BREAST	high non-clonal	1	3.25	1	0.31	13	1	0.3	2.85765111806316	1.11284677606045
NCIH1581_LUNG	NCIH1581_LUNG	high non-clonal	1	1.66	0	0.6	6	1	0.4	1.58407398499448	1.06075741721933
SKBR3_BREAST	SKBR3_BREAST	high non-clonal	1	4.04	2	0.25	17	1	0.27	3.81904350536634	1.10117029663217
42MGBA_CENTRAL_NERVOUS_SYSTEM	42MGBA_CENTRAL_NERVOUS_SYSTEM	high non-clonal	1	4.14	2	0.24	17	1	0.45	3.85742553069697	1.06038026848634
KP2_PANCREAS	KP2_PANCREAS	high non-clonal	1	6.1	2	0.16	31	1	0.25	6.17185844988355	0.99681826652538
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.26	0	0.44	9	1	0.19	2.09593551449436	1.08536415845054
HCC1187_BREAST	HCC1187_BREAST	called	1	2.71	1	0.37	11	1	0.23	2.74560101501692	0.993106271506342
BXPC3_PANCREAS	BXPC3_PANCREAS	called	1	2.52	1	0.4	10	1	0.15	2.36316069370579	1.04534813444282
EFE184_ENDOMETRIUM	EFE184_ENDOMETRIUM	high non-clonal	1	3.39	1	0.29	14	1	0.48	3.28708120738312	1.04354969748276
RKN_SOFT_TISSUE	RKN_SOFT_TISSUE	high non-clonal	1	4.63	2	0.22	19	1	0.3	4.34923514106274	1.06421099469092
HUPT4_PANCREAS	HUPT4_PANCREAS	high non-clonal	1	3.25	1	0.31	13	1	0.41	2.915379499977	1.07775087063099
JHUEM3_ENDOMETRIUM	JHUEM3_ENDOMETRIUM	high non-clonal	1	2	0	0.5	8	1	0.33	1.89648087930495	1.03863987035808
CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	0.98	3.83	1	0.26	16	0.99	0.16	3.70598716348825	1.04121896608315
YKG1_CENTRAL_NERVOUS_SYSTEM	YKG1_CENTRAL_NERVOUS_SYSTEM	high non-clonal	0.98	3.19	1	0.31	13	0.99	0.42	3.03420566126007	1.01009594474457
AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	AMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	1	3.67	1	0.27	15	1	0.29	3.63278655575281	1.02138361466881
PANC1_PANCREAS	PANC1_PANCREAS	high non-clonal	1	2.8	1	0.36	11	1	0.43	2.63794445935415	1.04282171721444
P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	1	3.79	1	0.26	16	1	0.3	3.7061737122102	1.03786270266906
KU1919_URINARY_TRACT	KU1919_URINARY_TRACT	called	0.97	3.32	1	0.3	14	0.98	0.07	3.06423299788243	1.09270208868237
SKNDZ_AUTONOMIC_GANGLIA	SKNDZ_AUTONOMIC_GANGLIA	high non-clonal	0.91	3.84	1	0.25	17	0.95	0.47	3.70138363670545	1.02215550819879
NCIH2444_LUNG	NCIH2444_LUNG	high non-clonal	1	4.75	2	0.21	20	1	0.45	4.48168907033807	1.07508508223198
SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	1.98	0	0.51	8	1	0.17	1.89648087930495	1.0263541612138
TE15_OESOPHAGUS	TE15_OESOPHAGUS	high non-clonal	1	2.78	1	0.36	11	1	0.32	2.74560101501692	1.0134242723748
EVSAT_BREAST	EVSAT_BREAST	high non-clonal	0.99	3	1	0.33	12	0.99	0.2	2.71814500486675	1.11692268372587
SW1463_LARGE_INTESTINE	SW1463_LARGE_INTESTINE	high non-clonal	1	3.45	1	0.29	14	1	0.4	3.93535069547047	0.894140056885119
OVSAHO_OVARY	OVSAHO_OVARY	high non-clonal	1	2.89	1	0.35	12	1	0.38	2.55998141832927	1.10017056041325
LS411N_LARGE_INTESTINE	LS411N_LARGE_INTESTINE	high non-clonal	0.98	3.41	1	0.29	14	0.99	0.31	3.56067332831359	0.970940079375713
NCIH647_LUNG	NCIH647_LUNG	high non-clonal	1	3.31	2	0.3	13	1	0.24	3.064854203293	1.08998476706896
COV318_OVARY	COV318_OVARY	high non-clonal	1	3.96	2	0.25	16	1	0.4	3.56085256235552	1.08626265763395
SKNFI_AUTONOMIC_GANGLIA	SKNFI_AUTONOMIC_GANGLIA	called	0.99	2.09	0	0.47	8	0.99	0.11	2.07497615934942	1.02838798514604
SKOV3_OVARY	SKOV3_OVARY	high non-clonal	1	1.9	0	0.53	7	1	0.48	1.87761057926434	1.03955704598991
GSS_STOMACH	GSS_STOMACH	high non-clonal	0.99	2.76	1	0.36	11	0.99	0.32	2.85750727937528	0.977554411348613
JHOS4_OVARY	JHOS4_OVARY	high non-clonal	1	3.29	1	0.3	13	1	0.34	3.064854203293	1.08794005872371
M059K_CENTRAL_NERVOUS_SYSTEM	M059K_CENTRAL_NERVOUS_SYSTEM	high non-clonal	1	4.06	2	0.25	17	1	0.23	3.78104338756878	1.07066636460611
NCIH1930_LUNG	NCIH1930_LUNG	high non-clonal	1	3.08	1	0.32	12	1	0.48	2.88637098926796	1.05357177499147
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	called	1	2.33	0	0.43	9	1	0.14	2.29331874026418	1.01466389295421
T84_LARGE_INTESTINE	T84_LARGE_INTESTINE	high non-clonal	1	2.85	1	0.35	11	1	0.31	2.80106583469908	1.00378491894609
FTC238_THYROID	FTC238_THYROID	high non-clonal	0.97	2.45	1	0.4	10	0.98	0.3	2.55946254395466	0.985450627192737
SH10TC_STOMACH	SH10TC_STOMACH	high non-clonal	0.98	4.75	2	0.21	20	0.99	0.34	4.30574278965211	1.1045840000624
HT1197_URINARY_TRACT	HT1197_URINARY_TRACT	high non-clonal	0.98	3.36	1	0.3	14	0.99	0.22	3.12661098059287	1.06807132006839
NCIH1666_LUNG	NCIH1666_LUNG	high non-clonal	0.99	3.02	1	0.33	12	0.99	0.25	2.94453133183743	1.02061143417209
KMBC2_URINARY_TRACT	KMBC2_URINARY_TRACT	high non-clonal	1	3.37	1	0.3	14	1	0.3	3.15819290968977	1.06817293823925
CFPAC1_PANCREAS	CFPAC1_PANCREAS	high non-clonal	1	1.76	0	0.57	7	1	0.21	1.82211880039051	0.954841795698835
CAKI2_KIDNEY	CAKI2_KIDNEY	high non-clonal	1	5.37	2	0.19	25	1	0.43	4.95303242439512	1.08391681710288
NCIH1650_LUNG	NCIH1650_LUNG	high non-clonal	0.99	2.08	1	0.48	8	0.99	0.35	1.84033876142788	1.13668787817468
EFM192A_BREAST	EFM192A_BREAST	high non-clonal	1	3.16	1	0.32	13	1	0.24	3.09565650012471	1.05083084065736
HSC4_UPPER_AERODIGESTIVE_TRACT	HSC4_UPPER_AERODIGESTIVE_TRACT	high non-clonal	0.98	3.73	2	0.27	15	0.99	0.31	3.49016727249173	1.09830982236982
IGR39_SKIN	IGR39_SKIN	high non-clonal	1	4.96	2	0.2	21	1	0.41	5.20697982717985	0.965299305007897
OVISE_OVARY	OVISE_OVARY	high non-clonal	1	2.88	1	0.35	12	1	0.36	2.55998141832927	1.13032973322002
KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	high non-clonal	1	3.76	1	0.27	15	1	0.26	3.59663972556928	1.06768279433055
COLO680N_OESOPHAGUS	COLO680N_OESOPHAGUS	high non-clonal	1	2.89	1	0.35	12	1	0.35	2.71828182845905	1.08775591720506
